OwnerUserId,Post_body
"80624","Accounting for autocorrelation in predictive models?,Approaching mixed effects predictive model correctly?,Can I use Bray-Curtis distance when performing MRPP or MRBP?,Can longitudinal studies ever be treated as having independent observations?,Can someone explain what the foldid argument in glmnet does?,Do I have to add extra terms to a regression model?,GLMM with Gamma distribution vs. Gaussian distribution with log transformation,How important are $R^2$ values with few plots,How to analyze temporal data in regression,How to determine the number of random initializations to use in non-metric multidimensional scaling?,How to do cross-validation with cv.glmnet (LASSO regression in R)?,How to report RMSE of Lasso using glmnet in R,Interaction between a predictor and its quadratic form?,Interpretation of Mantel r correlations,Interpreting regression and $R^2$ with small $n$,Interpreting regression coefficients with a multi-level categorical variable,Interpreting temporal trends and selecting predictors in regression models,Is cross validation a tool for developing performance metrics or final models?,Methodological test for choosing 'worse' models that make 'better' (more realistic) predictions?,Random Forest with longitudinal data,Should parsimony really still be the gold standard?,Should predictors be fixed or random in mixed model?,To what degree does Mahalanobis distance account for correlations of the data?,Type of anova needed to examine *between* repeated measures but *within* only one of the repeated measures groups?,Using deviation coding (effect coding) of factors in glmnet LASSO in R,What to do if ACF or PACF show significant higher lags?,What to do if time series data remains autocorrelated?,What to do with categorical data when calculating standardized z-scores?"
"2645","Burn-in period for random walk,Choosing seasonal decomposition method,How to combine the forecasts when the response variable in forecasting models was different?,Jack-knife with time series models"
"48679","R - Analyzing Relationship Between Two (or more) Binary Variables,R - power.prop.test, prop.test, and unequal sample sizes in A/B tests,Using R's prop.test function to compare subsets of a population"
"69778","How to find out if two sets of data are equal at 95% Confidence Level in R,how to test if 5 data are homogeneous or not significantlly different"
"77942","plot LDA fit using R function plot()"
"71278","Adding Seasonality vs including Day of the Week in Time Series,Bayesian hierarchical multivariate linear model,Bayesian Variable Selection with NMIG,Forecasting product sales: model selection based on ACF and PACF,Hierarchical regression model with just 2 populations,How Do I choose parameters of prior on regression coefficients in a Bayesian linear model?,JACKMAN: ordered logit model, how do I get proper thresholds?,Modeling multivariate Time Series Count Data in R,One step ahead Forecast,Prior Parameters in Bayesian Hierarchical Linear model,Proper way of doing predictions in Bayesian linear Model,Reducing number of variables for Independent Component Analysis,Time series grouping for detecting market cannibalism,Which regression model should I build?"
"115148","ANOVA for equivalence testing,Estimate Sample Size Non-Inferiority"
"41211","Abnormalities in results L-LDA,Dataset and papers for baseline,General questions regarding text-classification,Latent Dirichlet Allocation as input for WEKA,Plot graph with more than one value on x and y-axis in R,Precision and recall Break-Even performance,Why 5-Fold cross validation for 100 binary classifiers takes so long in WEKA"
"41709","R: linear mixed effects plus MCMC estimation"
"111633","Defining churn for customers with seasonal purchase patterns,Markov chains: how to validate a state-transition probability matrix on new data?"
"18005","Concerns about the size of odds-ratio estimates in binary logistic regression model,Understanding signficant interaction with non-significant main effects"
"16382","Generate two categorical variables with a certain association?,Logistic regression: Trying to use mean logit as reference group,Simulate data for power analysis of logistic regression model - include covariance variance of variables?"
"7534","ANOVA with dependent variable(s) as 2-dimensional distribution? Is it possible?,Are these populations non-random and different?,Best practices when treating range data as continuous,Can I ignore coefficients for non-significant levels of factors in a linear model?,How to apply coefficient term for factors and interactive terms in a linear equation?,How to best analyze non-mutually-exclusive categorical outcome with categorical predictor and categorical blocking factors?,Transformation by subtraction (for continuous data arbitrarily limited in the experiment)"
"35011","Backward message passing in variational Bayesian inference,Condition number of covariance matrix,nearPD function in Matrix package"
"52572","Partition of sums of squares (ANOVA)"
"80126","methods to analyze zero-inflated data"
"96442","ANOVA : mean or variance?,tbats forecasts negative values"
"19877","How to interpret the intercept term in a GLM?"
"43226","Simulate the distribution of the median"
"76817","Problem with pbinom in R (and binom.dist() in Excel)"
"89801","AR.OLS isn't matching to an OLS on the autoregressive lags, Why?,Ridge regression via OLS with ""phoney data"",Solve ARIMA using L-BFGS"
"18254","calculate likelihood with only one observation of data,conditional probability calculation confusion,conditional probability of dependent events,confusing notion in Bayesian inference,cross validation method issues when evaluating biased data set,did my solution produce 0 and 1 with equal probability?,Gaussian mixture distribution confusion,impact to AUC if swap positive and negative during model training,is the probability 1 in this case?,propensity prediction machine learning model,quantile estimation issue,read density diagram generated in R,ROC curve end point confusion,unfair coin flip probability calculation,using Mean or Median"
